ASN,Name,Code
40191," -PRE2POST-1", CA
40192," GABRIEL-CAPITAL", US
40193," -TRIT", US
40194," MARINEBIO", US
40195," LIQUIDNET-02", US
40196," WILLISNORTHAMERICA", US
40197," NBS-72", US
40198," MATINETWORKS", US
40199," COR-NYC", US
40200," N-MUNSON-CHARTER-ATT", US
40201," N-CSYSTEMS-2", US
40202," EHS-01", CA
40203," GROWMARK", US
40204," JSU-EDU-NET", US
40205," UNION-MUTUAL-OF-VERMONT-COMPANIES", US
40206," RCGIM", CA
40207," 40207", US
40208," GLHOMES", US
40209," WICKED-EH-01", CA
40210," GKNETN", US
40211," STEINERSTUDIOS", US
40212," ECL-N", US
40213," TOOELECO", US
40214," -Reserved -", ZZ
40215," CONTRANCORP-DAL", US
40216," DSTIP", US
40217," SPG-DIA", US
40218," TEKCETERA-BORDER", US
40219," CHARTER-40219-NA", US
40220," MARIA", US
40221," FIDEL", US
40222," CREDIT-ONE-", US
40223," LMSD-ORG", US
40224," SELECTCOM-TELECOM-N", CA
40225," 40225", US
40226," AKUSA", US
40227," IPNS-LAB", US
40228," LLL-NBRK", US
40229," MAINEHEALTH-MAINE-MEDICAL-CENTER", US
40230," COLUMBUS-TEL-KS", US
40231," ETHRN1", US
40232," MIDSTATES-WIRELESS", US
40233," SLOM-INC", US
40234," RAPIDPARTS", US
40235," WEXFORD-CAPITAL-LLC", US
40236," NMTCDBAMATCOTOOLS", US
40237," UNITED-TELEPHONE", US
40238," JOSTENS", US
40239," PHA-SNR", US
40240," FCBOE", US
40241," LBCTECHPRIM", CA
40242," J2-DOC", US
40243," LIVINGSTONINTL", CA
40244," TURNKEY-INTERNET", US
40245," WAKE-FOREST-UNIVERSITY", US
40246," NMSU", US
40247," GILBERT-HEINTZ-RANDOLPH", US
40248," CSL0-", US
40249," GOS", KN
40250," UCHEALTH-01", US
40251," SAGESO-40251", US
40252," CLEVELAND-MUNICIPAL-SCHOOL-DISTRICT", US
40253," CCADEO-CORPORATION", US
40254," 4601", US
40255," -Reserved -", ZZ
40256," ACS-HCMS-N", US
40257," OIC-HQ", US
40258," CVFCU-MTATHOS", US
40259," AXIS-GLOBAL-", US
40260," TERRA-NETWORKS-MIAMI", US
40261," -MERCED1", US
40262," PANTONE-", US
40263," FC2-INC", US
40264," CHARTER-40264-NA", US
40265," CB-MAIN-INTERNET", US
40266," SQN-NET", US
40267," PCTI", US
40268," -Reserved -", ZZ
40269," KTPA1440", US
40270," EPISD-N-1", US
40271," -Reserved -", ZZ
40272," ALLENINSTITUTE", US
40273," FRONTPOINT-2", US
40274," PALISADES-CAPITAL", US
40275," SECURITYMETRICS", US
40276," N-RISKMGMT-NJ", US
40277," CROUSE-HOSPITAL-", US
40278," IMS-N", US
40279," -Reserved -", ZZ
40280," CDSKIT-NET-216-94-43-0", CA
40281," QWKNET", US
40282," PNE-N", CA
40283," MDRX", US
40284," GSCBN", US
40285," NORTHLAND-CABLE", US
40286," LBCTECHSEC", CA
40287," REDJACK", US
40288," CFCU-", US
40289," PHX-CGIAM", US
40290," COMTECHNOLOGIES", US
40291," BCSU-", CA
40292," CINT", US
40293," BENEDICTINE-UNIVERSITY", US
40294," CHARTER-40294-DC", US
40295," CORNERSTONESOFTWARE", US
40296," RUBENSTEIN-SOCIATES-INC", US
40297," CALSTAR-MCC", US
40298," GPDATACENTER", US
40299," TRIPP-LITE", US
40300," DRF-IXNET-HI", US
40301," SFCU-N", US
40302," SPOTSYLVANIA-COUNTY", US
40303," AKSIA", US
40304," DRYTEL", CA
40305," VIAT-3", US
40306," VIAT-3", US
40307," VIAT-3", US
40308," VIAT-3", US
40309," VIAT-3", US
40310," VIAT-3", US
40311," VIAT-3", US
40312," VIAT-3", US
40313," VIAT-3", US
40314," VIAT-3", US
40315," VIAT-3", US
40316," VIAT-3", US
40317," PEOPLESCOMMUNICATIONS", US
40318," FAIRWAY-DUNCAN-DC", US
40319," THOMSON-REUTERS", US
40320," KROHNE-INC", US
40321," ESB", US
40322," PROPAY-3", US
40323," VAFB", US
40324," TGNA-KVUE", US
40325," CYPRIUM", US
40326," ECKERD-COLLEGE", US
40327," WHOLESTONE-FARMS-INC-01", US
40328," ACENTEK-MN", US
40329," -Reserved -", ZZ
40330," LSNB", US
40331," MRCYHQ", US
40332," MONTRE-", CA
40333," SAMSON-", CA
40334," TGNA-KENS", US
40335," WBTSNY-", US
40336," UNISKY-MIA", US
40337," COVER-ALL", CA
40338," B-F", US
40339," JUMP-TRADING-LLC", US
40340," PFCHANG", US
40341," Q9--CAL2", CA
40342," EARLYWARNINGSERVICES", US
40343," USSIGLOBAL-MELB-FL-PUBLIC", US
40344," DFW-COLO-1", US
40345," IP-COM", US
40346," ACADIAN-AMBULANCE-SERVICE", US
40347," EAUCLAIRE-COUNTY", US
40348," NUVIO-CORPORATION", US
40349," ISAGENIX", US
40350," KEYCOOP", US
40351," -PLDPC", US
40352," BFM", BM
40353," LUNEXGROUP", US
40354," LOCKTONKC-INTERNET", US
40355," SUNDANCE-NET", US
40356," TCOM-GLOBAL-NETWORK", US
40357," ETMC", US
40358," TFCU-BLK-1", US
40359," SOUTHETERNMILLS-ROME", US
40360," PANERA", US
40361," PROFILESYSTEMSLLC", US
40362," CHAPIN-", US
40363," A-OMAHA-NE", US
40364," SATCOM-DIRECT-INC", US
40365," -Reserved -", ZZ
40366," CDNETWORKSUS-01", US
40367," DFHQ", US
40368," CORESECURE", US
40369," BCI-MIA-1", US
40370," BCDTRAVELINET1", US
40371," 40371", US
40372," KAPLAN-LACROSSE", US
40373," UMC-NET", US
40374," HIDHO", US
40375," THE-BANK-OF-NEW-YORK-MELLON-CORPORATION-40375", US
40376," THE-BANK-OF-NEW-YORK-MELLON-CORPORATION-40376", US
40377," DUNCOM", US
40378," NESSIT", US
40379," PIO-1846", US
40380," SIERRATRADINGPOST", US
40381," -Reserved -", ZZ
40382," HENNEPIN-COUNTY", US
40383," RCC-CCTL", CA
40384," ZSCALER-DALL", US
40385," SAINT-MARYS-CA-", US
40386," BLOOMIP", US
40387," UI-ICCN", US
40388," CODALE", US
40389," BLUERIVER-N-0", US
40390," WYNDHAMWW-PHX-2", US
40391," CHSINC", US
40392," CROESUS-FINANSOFT", CA
40393," CROSSLINKNETWORKS", US
40394," CONVERGYS40394", US
40395," VIRTBIZ-DALL", US
40396," FLORI-18", US
40397," FIRST-MANHATTAN", US
40398," SUNBEACH", BB
40399," MERGY-CLOUD-COMMUNICATIONS", US
40400," EDC-MIDDLETOWN", US
40401," BACKBLAZE", US
40402," LITHIUM", US
40403," -Reserved -", ZZ
40404," TMH-WV-NET", US
40405," BRAZORIA-INET", US
40406," ACXIOM-LR", US
40407," CWC", US
40408," KOUNT-INC", US
40409," MOMENTOUS", CA
40410," USFRCS-BGP", US
40411," CITYOFCONCORD", US
40412," PAHOUSE", US
40413," N-HCMC", US
40414," OPTIVON", PR
40415," FC2-VEOH-", US
40416," JRTNET", CA
40417," INTERACTIONSCORP", US
40418," EOSNET", US
40419," PPOM", US
40420," SILVERLINESOLUTIONSINC", US
40421," PC-NETBLOCK", US
40422," PACIOLAN", US
40423," VERSO-PUB-RANGE2", US
40424," RONA", CA
40425," GLDS-CA", US
40426," TSS", US
40427," IRONPORT-SYSTEMS-CI365", US
40428," PANDORA-EQX-SJL", US
40429," QISF", US
40430," COLO4JAX-", US
40431," TRAVAIL-SYSTEMS", US
40432," CAMBRIDGE-NA", US
40433," AEBS-N", US
40434," UCIS-", US
40435," LIGADO-1", US
40436," NETMOSPHERE-1", CA
40437," ACESPOWERMARKETING-INDY-", US
40438," CANHOST-INC", CA
40439," BLUEOCEAN", CA
40440," NRTC-", CA
40441," CHARLES-SCHWAB-40441", US
40442," ARCUSTECH", US
40443," CDK-GLOBAL", US
40444," N-CC", US
40445," RISE-UT-LTMILE-40045", US
40446," -DEBUG", CA
40447," SKYHAWK-GROUP", US
40448," -Reserved -", ZZ
40449," BDBC-6-40449", CA
40450," WORKH-NET-1", US
40451," N-BOP", US
40452," BT-RADIANZ-MPLS-EXTRANET", US
40453," GRESHAM-NET", US
40454," -Reserved -", ZZ
40455," MAPCOEXPRESS", US
40456," CME", US
40457," NCAR-N", US
40458," CMIGNET", US
40459," SADDL-COMM", US
40460," WECONNECT", US
40461," ELYNXDR", US
40462," -Reserved -", ZZ
40463," XTO-N", US
40464," ECLIPSENET", US
40465," TELEEXPRESS", US
40466," CHANDLER", US
40467," CREDORAX-ARIN1", US
40468," MONTGOMERYCOUNTYMDGOV", US
40469," NEPAWAN", US
40470," PROTECTED-", CA
40471," INCYTECORP", US
40472," -HBA", US
40473," -PLATINUM-COMMUNICATIONS", CA
40474," IRONCLOUD", CA
40475," APPLIEDOPS", US
40476," SCALAHOSTING", US
40477," HYDROTEX-NETWORK", US
40478," MCJCONSEIL", CA
40479," AURORA-HEALTH-CARE", US
40480," WINEWAREHOUSE", US
40481," G3-N-1", US
40482," STHI-", US
40483," SUPERIOR-ENERGY-SERVICES", US
40484," 510SG", US
40485," SSB", US
40486," FVC-15-N", US
40487," INFUSION-SOFTWARE-", US
40488," NII-RICHFIELD", US
40489," ALMOCORP", US
40490," -AFILI", US
40491," IQVIA-CPK", US
40492," PACSEAFOOD", US
40493," FACILITYSOURCEINC", US
40494," VW-01", US
40495," N-MARCHEX", US
40496," NEXGENACCESS", US
40497," BETHEL-N1", US
40498," ABQG", US
40499," WG", US
40500," TMHHOST-", US
40501," -COLOIP", US
40502," AAA-ACS", US
40503," HIRAMCOLLEGE", US
40504," -GS", US
40505," APXALARM-N", US
40506," SMRH-", US
40507," KEE-ACTION-SPORTS", US
40508," MID-AMERICA-NAZARENE-UNIVERSITY", US
40509," FLY", US
40510," SFWL", US
40511," FIRELINE", US
40512," LIVINGSOCIAL", US
40513," EDGE-TECHNOLOGY-GROUP", US
40514," PAML", US
40515," -ATHEN-1", US
40516," SUCCESSFACTORS", US
40517," XCONNECT24-", US
40518," MANOR-CARE", US
40519," SLIX", US
40520," -Reserved -", ZZ
40521," BLUEFIN-TRADING", US
40522," SIMPLE1", US
40523," OACYS-INTERNET", US
40524," FUNSOFT-", US
40525," CHOC", US
40526," THE-GAP-INC", US
40527," CU-CR-", US
40528," ICANN-LAX", US
40529," CORBIXNETWORKS", CA
40530," GREATLAND", US
40531," CVI", US
40532," BUS-DATA-INC", US
40533," EBAY-ENTERPRISE", US
40534," AM-AVK-MINDEN", US
40535," SERVPURE", US
40536," BRIDGEWIRED", US
40537," N-ZS-HBURN", US
40538," TYPEPAD", US
40539," PROHCI", US
40540," MERITUSHEALTH", US
40541," CCS-N", US
40542," KCIX-N", US
40543," -Reserved -", ZZ
40544," -Reserved -", ZZ
40545," EMPIRE-40545", US
40546," DANIX", DM
40547," AERAENERGYLLC", US
40548," INFINERA-", US
40549," XPRES-PA", US
40550," IIX-GTIIX-RS", GB
40551," ATVI-NETWORK-N", US
40552," FBMC-HQ", US
40553," CUYAHOGA-COUNTY", US
40554," NUSSTRUCK-1", US
40555," CONNECTTO", US
40556," -Reserved -", ZZ
40557," SKC", US
40558," -WPI", US
40559," CROSSCOM", US
40560," GDCOM", CA
40561," MANAGEDCOM-US1", US
40562," -CM", US
40563," IMETRIK-NA-", CA
40564," VOCOM-LAX-QUINBY-1", US
40565," ATPCO-N01", US
40566," HEC-HOU", US
40567," ANADARKO", US
40568," CIRADNS3", CA
40569," YGOMI-", US
40570," VISTAPRINT", US
40571," NETCEL", CA
40572," SEA-DC", US
40573," FLHNET", MF
40574," -Reserved -", ZZ
40575," STRATOS", CA
40576," SHAWNEELINK", US
40577," MHPL-3-N", US
40578," VANGUARDHEALTHSYSTEMS-PHAZ", US
40579," TWRS-DAL", US
40580," GRAPHIC-PRODUCTS", US
40581," AREON-", US
40582," VUDU-N-2", US
40583," COLUMBIAGORGE-ESD", US
40584," 40584", US
40585," SCC", US
40586," UNM-HEALTH-SCIENCES", US
40587," IMAGESTREAM-1", US
40588," WELLSPAN-WOC-", US
40589," INFRCALE-QN", US
40590," 40590", US
40591," BUCKNELLUNIVERSITY", US
40592," SPG-CORP", US
40593," CCSI-", US
40594," BULLE", US
40595," SWG-CLT-MIA", US
40596," SOUNDBITE", US
40597," KOAK01", US
40598," BCWARN", CA
40599," GENTEXCORPORATION", US
40600," -Reserved -", ZZ
40601," HDCCO", US
40602," HUMEDICA", US
40603," INFOWEST-40603", US
40604," N2N-TECHNOLOGIES", US
40605," CAFFEINE", US
40606," QTS-OVP", US
40607," HCPL-7-N", US
40608," HCTNEBRKA", US
40609," KOFC", US
40610," DTS-N40610", US
40611," UNISERVEPS", CA
40612," SWITCHFLY-40612-", US
40613," DC101CMH101TOWN", US
40614," TALOS-HOUTX", US
40615," BCHD--1", US
40616," CAP-ABLE-N", US
40617," -Reserved -", ZZ
40618," SESAME", US
40619," CLARK-COUNTY-NEVADA", US
40620," INGENUITY-SYSTEMS", US
40621," RLX-INC", US
40622," -Reserved -", ZZ
40623," GFDL", US
40624," MILLICORP", US
40625," TWC-WESTELCOM-MULTIHOMED", US
40626," WENTWO-N", US
40627," RC-COLO1", US
40628," OKLAHOMA-OMES", US
40629," CTSIOK-", US
40630," GRIDFURY-", US
40631," MTEC-PRIVATE", US
40632," FGLIFE-COLO1", US
40633," LAIX", US
40634," FLIPSIDE-COM", US
40635," THINKON-CANADA", CA
40636," PLEXUSSYSTEMS-US1", US
40637," MAILROUTE", US
40638," PON-SYSTEMS-USA", US
40639," KORBELINC", US
40640," -Reserved -", ZZ
40641," MGWTEL", US
40642," IWU-2017-01", US
40643," BAYSHORE-SOLUTIONS", US
40644," IFS", US
40645," GWAEA-01", US
40646," FIBEROPTICS", US
40647," VGRS-AC25", US
40648," LEE-BOCC-", US
40649," WEAREHERE", US
40650," MATRIX", US
40651," MONSTERGOVSOL", US
40652," TE-CONNECTIVITYCORPORATION", US
40653," -Reserved -", ZZ
40654," COSMIC-GAMES", CA
40655," WINTHROP-", US
40656," COMETC1", US
40657," OANDA-1", US
40658," USM-OK1", US
40659," BMW-GDCA-", US
40660," UQTR", CA
40661," ESC6-NET", US
40662," AMERICAN-INDEPENDENT-INSURANCE-COMPANY", US
40663," PROVIDER-ADVANTAGE", US
40664," COMPSBANK", US
40665," SPCTR", US
40666," SABIC-INNOVATIVE-PLTICS-US-LLC", US
40667," OIS-53-N", US
40668," FENWAL-INCORPORATED", US
40669," EKIT-", US
40670," VOLUSION", US
40671," BORN-CAPITAL-LLC", US
40672," ICONIX-BRAND-GROUP-INC", US
40673," SHELTERCUSTOMER", US
40674," RTMSD", US
40675," PROQUEST", US
40676," 40676", US
40677," GLOBALAIR-COM", US
40678," NCFCU-SB-N01", US
40679," IWSL-", US
40680," PROTOCOL", US
40681," PHS-MT", US
40682," CHE-PAYMENTECH-PRODUCTION-SALEM-NH-TAMPA-FL", US
40683," USPI", US
40684," STCLAIRCCC-", US
40685," ANACOMP-SD", US
40686," HBK-ROSEWOOD", US
40687," SSIMSL-N", US
40688," CSOLVE--BAR1", CA
40689," FTSL-", US
40690," THI", US
40691," CCSBUSINESSSOL", US
40692," ONE-P1", US
40693," -CVMC-CENTRAL-VERMONT-MEDICAL-CENTER", US
40694," TEKWAV", US
40695," FHLB-OF", US
40696," FRIESENS-", CA
40697," HARMONSOLUTIONSGROUP", US
40698," VISANET", US
40699," IWEB-TECHNOLOGIES", CA
40700," WILINE", US
40701," PORTLAND-OR-WTC1-1200-ATL", US
40702," CLEARWAVE-COMMUNICATIONS", US
40703," WM-CORP", US
40704," DLFI", US
40705," LAWARD-NET", US
40706," QTO", US
40707," KINAXIS", CA
40708," ELAB-N", US
40709," NO", US
40710," CLC-98-ILLINOIS", US
40711," INTERACTIVE-CHIC", US
40712," LENDING-N", US
40713," OCI-01", US
40714," -Reserved -", ZZ
40715," DATACENTER-BZ", US
40716," DOTCOMM", US
40717," VGRS-AC26", US
40718," BEELINE", US
40719," 40719", US
40720," PORTLAND", US
40721," PABMC", US
40722," CALARTS", US
40723," UVA-WISE-", US
40724," DEKALB-COUNTY-GEORGIA-GOVERNMENT", US
40725," UNIVERSAL-CONNECTIVITY-BGP", US
40726," TMG-181", US
40727," TELENET", CA
40728," GEARHOST", US
40729," ECDC2013", US
40730," WANLINK-OPEN", US
40731," LATIN-IP", US
40732," TOLEDO-PUBLIC-SCHOOLS", US
40733," LD-MMR", US
40734," LOMBARD-ODIER-1798", US
40735," HAIB", US
40736," BOSE-CORPORATION-", US
40737," EMFINC-N1", US
40738," IVENUE", US
40739," SPYFU", US
40740," MSMUTUALNETWORK", US
40741," PENAIR-ORG", US
40742," WESTERN-MD-HEALTH-SYSTEM", US
40743," CJPIA-N1", US
40744," MC-CDC-01", US
40745," -Reserved -", ZZ
40746," OMI-N", US
40747," HSINYIPTELTD--AP Hsin Yi Pte Ltd", US
40748," CARCOM-MCTX", US
40749," CDELIGHTBAND", US
40750," -Reserved -", ZZ
40751," -Reserved -", ZZ
40752," TVG-NETWORK", US
40753," KINGS-COLLEGE-", US
40754," HENRYCOUNTYGA", US
40755," PROTEK-COMMUNICATIONS", US
40756," PCMAC", US
40757," MMG", US
40758," COMMPORTN", CA
40759," BCHYDR", CA
40760," TELALKA-02", US
40761," PRECISE-NETWORKS-INC", US
40762," NYSYS-1", US
40763," BRIGHTLINK-ATL", US
40764," DNA-DKLB", US
40765," BARTLETTANDCO", US
40766," EQUINOX-PAYMENTS", US
40767," CHC-", US
40768," GANNETT-ROC", US
40769," FIDELIS-GROUP", US
40770," ANDERSONDIRECT-", US
40771," IML", US
40772," VELOCITER-WIRELESS-INC", US
40773," FRANTIC-LLC", US
40774," BSM-9-N", US
40775," DGS-228-40775", US
40776," PINECONEHILL", US
40777," TRI-DELTA", US
40778," ICI-NYC", US
40779," -Reserved -", ZZ
40780," VPIAN-BFLO", US
40781," WINT-PHILLY", US
40782," VIVINT-PLATFORM", US
40783," CPC", US
40784," HIQDATA", US
40785," EQNET-US-MI-SF", US
40786," DIGI-GRP-JAM", JM
40787," LOTAME-N", US
40788," START-", CA
40789," TCLOUD", US
40790," BCG-NETWORK", US
40791," COR-N", US
40792," STARTWIRELESS", US
40793," LINKEDIN", US
40794," WESTCO-N", US
40795," COUNTY-OF-LAKE", US
40796," ZELLE-HOFMANN", US
40797," SSAIN", CA
40798," WALLACE-HARDWARE", US
40799," LOOMIS", US
40800," VEEAM-", US
40801," LEWISU-ROMEOVILLE", US
40802," IJET-", US
40803," KNOWNWEBHOSTING", US
40804," CONDUENT-LCS", US
40805," JMF-WAVEFLY", US
40806," NPA-100", US
40807," TELCENTRIS", US
40808," YVRAA", CA
40809," PRIMEXM-NETWORKS", VG
40810," EY--SG", US
40811," GOLUB--2008", US
40812," LEECA", US
40813," INDIANA-MEMBERS-CU", US
40814," CITY-OF-REGINA", CA
40815," -Reserved -", ZZ
40816," VMW-PA-SERVER", US
40817," BMC-A", US
40818," INSTADART", US
40819," VPSDATACENTER", US
40820," N-VANKAM", CA
40821," -Reserved -", ZZ
40822," PTS-108", US
40823," SPORTS-ENDEAVORS", US
40824," WZCOM-", US
40825," PAML-N", US
40826," BLUESTARENERGY-BGP", US
40827," HUDSON-RIVER-TRADING-LLC", US
40828," REITMR", US
40829," AL-CHI", US
40830," TUCOWS-4", CA
40831," PHS", US
40832," UNIONTWPOH", US
40833," NYTD-SEA1", US
40834," CHARLES-RIVER-LABORATORIES-INC-SHR", US
40835," LFC-IMMFL-", US
40836," VECTORSEC", US
40837," GLDFLDACCESS", US
40838," 40838", US
40839," KOHLS-ECOM", US
40840," KLS-N", US
40841," MARKETAXESS-INC-", US
40842," ANB-WF", US
40843," FREESE-", US
40844," WINN-DIXIE", US
40845," NTINET01", US
40846," -Reserved -", ZZ
40847," IBML-US-HQ", US
40848," FMFCU", US
40849," FULLBEAUTY-BRANDS", US
40850," -UPIX-40850", US
40851," TEMPWORKS", US
40852," AKABIS", US
40853," MONARCHLP", US
40854," WHISTLERBLACKCOMB-1", CA
40855," DYNEX-3-N", US
40856," RDLVL-MICLD", US
40857," PAECOM", US
40858," CROSSTEL20051791WESTPOINT", US
40859," QUALCOMM-SANTA-CLARA", US
40860," WBIA-1-40860", US
40861," PARAD-40-N", US
40862," N-EFX", US
40863," COURTHOUSE", US
40864," TARGO", CA
40865," SATEL-13-N", US
40866," MYSERVER-DOT-ORG", US
40867," NETFLH", CA
40868," FCEC-N", US
40869," GMO-HF", US
40870," BONDBL", CA
40871," EXIGO-OFFICE", US
40872," BERNARDS-NETWORK", US
40873," -METAWEB-2", US
40874," CRISPWIRELESS-", US
40875," CEMIAMI", US
40876," -Reserved -", ZZ
40877," XULA", US
40878," ADNS-N", US
40879," JPL-21-N", US
40880," NAICOM", PR
40881," FISPE-N", US
40882," SPI-HOSTING", US
40883," AVALARA-SALES-TAX", US
40884," TTC-TORONTO-TRANSIT-COMMISSION", CA
40885," E2OPEN-1", US
40886," PRAC", US
40887," TGNA-WZZM", US
40888," MAROPOST-NETWORK-01", CA
40889," GREYSTONE", US
40890," VOIP-TECH", US
40891," SDI-MEDIA-GROUP", US
40892," EFTSOURCE2008", US
40893," -Reserved -", ZZ
40894," INSOL-N-01", US
40895," ISF-QUEBEC", CA
40896," -Reserved -", ZZ
40897," IIX-OKIIX-RS", GB
40898," OECONNECT", US
40899," PROPONENTFCU", US
40900," NTHL", US
40901," KCMC-3-N", US
40902," CURTISS-WRIGHT-EMS", US
40903," KENNETWORK", US
40904," CAPSTONE-FINANCIAL", US
40905," BGP-INFOSYNC", US
40906," MICROJURIS-", PR
40907," SOC-30-40907", US
40908," IES", US
40909," -Reserved -", ZZ
40910," BAYLOR", US
40911," L2NC-", US
40912," 8E6-N-1", US
40913," QTS-SJC", US
40914," PENSKE-TRUCK-N", US
40915," PC-HELPLINE", CA
40916," EVALSE", US
40917," AUTOTK-CORPORATION", US
40918," DIODE-DILLER", US
40919," FIDELITYEXPRESS", US
40920," -Reserved -", ZZ
40921," ORCL-CHICAGO2", US
40922," MEDAVANTE-HAMILTON-CORPORATE", US
40923," FID-SYS-RTP", US
40924," TCM-N", US
40925," -Reserved -", ZZ
40926," SURFAIRWIRELESS-IL-01", US
40927," INVESCO-INDIA", US
40928," TAM-NYC", US
40929," -Reserved -", ZZ
40930," MERIDIANKNOWLEDGESOLUTIONS", US
40931," MOBITV", US
40932," HSKPLAW", US
40933," TRIANGLE-COMMUNICATIONS", US
40934," FORTINET", US
40935," DATACATE-3", US
40936," BLACKBOARDCONNECT", US
40937," -Reserved -", ZZ
40938," MARKETLIVE", US
40939," WAL--01", US
40940," -VURGE", CA
40941," GEOLINKS-", US
40942," CAPECODCC", US
40943," RURALBROADBAND", US
40944," MSCOL", US
40945," SATTEL", DM
40946," PROCON", US
40947," FWOCE-42", US
40948," STRATUS-NETWORKS", US
40949," FLEXITYSOLUTIONS-1", CA
40950," PNH-", US
40951," MKM-N", US
40952," MREL-3-N", US
40953," RCW-N-01", US
40954," JMFAMILY", US
40955," REDHAT-DC-BOS2", US
40956," NORTHWOOD-UNIVERSITY", US
40957," BELLNHS", CA
40958," CONTINUANT", US
40959," HOSTMTER", US
40961," POLMEX", PL
40962," CLIPMEDIA-", AT
40963," PRAID-", UA
40964," TELNET Astelnet network", CZ
40965," INFIUM-CUSTOMER-", UA
40966," VALUEHOST- ValueHOST Cloud Network", GB
40967," CSF-", DE
40968," DSC", GB
40969," ALGO-", PL
40970," LEVEL-SERVICE-", PL
40971," NVIDIA-ARC", DE
40972," NETGROUP-SERVICE", UA
40973," JCCM", ES
40975," CHML-", RO
40976," WW-INFORMATIK", DE
40977," SVYAZ- # UpLinks", RU
40978," FCSH", UA
40979," ANEXIA-FIREWALL-", AT
40980," TELEMATICA powered by ANX", AT
40981," UNIVCG", ME
40982," ZEITUNGSPROJEKT-AT-", AT
40983," FTC-", UA
40984," BENSOFT-TELECOM", RO
40985," EET-", NL
40986," YAHOO1- from 28730 accept ANY", GB
40987," VAULSYS-", AE
40988," SOLVIANS-", DE
40989," EGIS-HU-", HU
40990," FIRST-GR-", GR
40991," SIMNEW-", UA
40992," MAREX", GB
40993," ALTAIRTULA- former LLC Altair", RU
40994," ALWYZON Alwyzon, a trading name of Hohl IT e.U.", AT
40995," SIBSET-NKZ-", RU
40996," N-KEYFIBRE", ES
40997," INTELLIGENTARCHIVE-", RU
40998," CERTSIGN", RO
40999," DUSNET-", DE
41000," FREETHOUGHT-", GB
41001," SAFESPRING", SE
41002," ERTH-TRANSIT2-", RU
41003," HOISTGROUP-GVA", CH
41004," CPT-", PL
41005," TORON-", PL
41006," IDC-N", PL
41007," CTCTANA", KZ
41008," CEGEKA-GELEEN", BE
41009," VIZITNETUA-", UA
41010," WSIT-", RO
41011," CH-NET-", RO
41012," THECLOUD", GB
41014," TOPDANMARK-", DK
41015," GELKA-N", HU
41016," KTI-", DK
41017," GOBULNET", BG
41018," OMNILANCE omnilance.com", UA
41019," BURGNET", BG
41021," EBYR-HOWDEN-", GB
41022," CCS-", RU
41023," ARREKS-", PL
41024," STNSK-", RU
41025," CONTENGENT-EU", US
41026," KOPNET- Pirxnet", PL
41027," NETEXPERT-", UA
41028," COBRATELECOM-", RO
41029," SHM-", RU
41030," NOVOTNY", CZ
41031," I3DNET-2", NL
41032," IQNETWORKS-BAGHDAD", IQ
41033," D2-", GB
41034," IMPULS-", RU
41035," CPH-", BE
41036," LUB-ZETO-", PL
41037," METAMICRO-", NL
41038," MEDIACTER-", NL
41039," DON-FTTH", UA
41040," IIRU-", DE
41041," VCLK-EU-SE", US
41042," SKYVISION", BM
41043," LOOLISH", RO
41044," THYA-", FR
41045," MYPOSEO", FR
41046," NEJTV-", CZ
41047," NL-MLAB MLAB Open Source Community", NL
41049," XAIT", NO
41050," OPENCONNEXIO", IT
41051," FREETRANSIT FREETRANSIT Project", CH
41052," -Reserved -", ZZ
41054," SPMC1-N", SA
41055," NOVA-SAT-", RO
41056," APUS-", PL
41057," BEST-TELECOM-", PL
41058," CAPEDALE", RU
41059," T-CIX", BG
41060," PRIMBANK-", RU
41061," IZBANK", IR
41062," PRO100-NET-", UA
41063," INFOGUARD- InfoGuard AB", SE
41064," SKYROCK", FR
41065," RFIBANK-", RU
41066," RTCOMM-SIBIR-", RU
41067," SEB-", RU
41068," SPEEDBIT", LB
41070," ARTEM-CATV-", RU
41071," OPENPOP-", CH
41072," FNMT", ES
41073," RTE", IE
41074," SOFTWARE-HOSTING", ES
41075," ATW-", HU
41076," POSTDK-", DK
41077," PEGUS-N", TR
41078," ANTAGUS-", DE
41079," SUPERHOST-PL-", PL
41080," SERVICE-AERO-", RU
41081," WN-", UA
41082," URALTRANSCOM-", UA
41083," NETTIC-", CH
41084," SMILA Smila", UA
41085," E-PORT- e-port group", RU
41086," N-ERGIE-IT-NBG-", DE
41087," ROMPRIX- Str. Poet George Tarnea nr 74", RO
41088," N_SYS s.r.o.", CZ
41089," AGE-FTSTK", ES
41090," E-LIANCE", FR
41091," ZL-HU-", HU
41092," IGICHP", PL
41094," N-PROVINCIADITERNI", IT
41095," IPTP", GB
41096," TIM-UMAN-", UA
41097," ESERVICE-", PL
41098," NETFOX-", RU
41099," GLOBALREACH", GB
41100," IT-ENET-IGPDECAUX", IT
41101," INTELLCOM", RU
41102," ZRTELECOM-", RU
41103," CLEARIP- teleBIZZ Ltd", GB
41104," PODRAVKA- Cesta v Gorice 40", SI
41105," TH1NG", SE
41106," TELTEL", RU
41107," BACKBONE-CONNECT", GB
41108," FIRSTROOT-", DE
41109," TELEMEDNET TELEMEDNET - net of Center Children Telemedicin in Moscow", RU
41110," DSLMOBIL", DE
41111," BIT-INTERNET", RU
41112," CENTRCVYTELECOM-", RU
41113," CIRRUSBLUE", GB
41114," ORNETHD", FR
